abad,abai,abandon,acak,acau,ada,adan,adaptasi,adil,admin,adu,agresif,ahli,ajaib,ajar,aju,akal,akar,akibat,akomodasi,akses,aksi,aktif,akting,aku,akun,alam,alami,alas,alat,alih,alir,alkohol,alternatif,aman,ambar,ambil,ampun,amuk,anak,ancient,andal,angka,antek,anti,antri,apa,arah,archon,arena,artistik,aruk,asai,asal,asf,asing,asli,asumsi,atas,atur,audio,awas,ayam,ayun,baca,bagi,bagus,bahak,bahan,bahasa,baik,bajak,bajing,baju,bakar,balas,balik,bam,banding,bangkit,bangun,bantu,banyak,bar,baru,bas,batas,batle,bau,bawa,bayang,bayar,bebas,beda,bedan,bel,belah,belakang,beli,belok,beluk,benci,bentak,bentrok,bentuk,berani,beri,berlian,bersih,besar,besi,biar,biasa,bicara,bingung,bir,bising,bisu,bius,black,blink,blockbuster,blokir,bodoh,boi,bongkar,bos,bosan,bost,bowl,bravo,bruh,buah,buang,buat,bug,build,builds,buka,bukti,bulan,bungkus,bunuh,buru,buruk,busuk,butuh,cadang,cahaya,cakap,campur,cancer,candu,cangkir,capai,cari,casting,catat,cegah,cepat,cerdas,cerita,cermin,cetak,cinta,cipta,cita,cium,coba,coban,cocok,colok,copot,creps,culik,cundang,curang,curi,dagang,daki,dalam,damai,dampak,dana,dapat,darat,dari,dark,dasar,datang,datar,daya,dead,debar,debat,dedikasi,definisi,dekat,dengar,derit,derita,desainer,desak,deteksi,dev,devs,dialog,didik,die,dif,dinamis,dingat,dingin,diri,disiplin,divine,doa,dominasi,dorong,dota,draf,duduk,duga,duka,dukung,ejek,ekonomi,eksekusi,eksistensi,eksperimen,ekspresi,ekstra,elo,emosi,era,ering,erti,esensi,esports,etik,evolusi,exp,fantastis,farming,fck,fitur,fleksibilitas,fokus,fortnite,fundamen,fungsi,gaben,gabung,gagal,gagas,gairah,gaji,gambar,game,gameplay,ganda,gank,ganti,gantung,gaya,gelap,gelar,generasi,gera,gerak,geser,getar,gigi,giling,glory,gol,grafik,grind,gulung,guna,guys,habis,hadap,halang,hancur,hantu,hapus,harap,harga,hari,harus,hasil,hati,hebat,hei,hening,henti,heran,hero,hibur,hidup,hilang,hina,hindar,hitung,hon,hormat,horor,hots,hubung,hud,hukum,hype,ibu,ikan,ikat,ikon,ikut,iling,imbalanya,imbang,infinity,ingat,inisiator,injak,inspirasi,instal,instruksi,interaksi,international,inti,investasi,invoker,iring,ironis,isap,isi,istilah,istirahat,item,izin,jadi,jadwal,jaga,jahat,jajah,jalan,jalur,jam,jantung,jarak,jari,jaring,jatuh,jauh,jebak,jeda,jelas,jendela,jengkel,jijik,jilat,jiwa,jodoh,jual,juang,judi,jujur,jumat,kabung,kabut,kacau,kagum,kait,kalah,kali,kalibrasi,kana,karakter,katup,kaya,kayan,kecewa,kecil,kedip,kejar,kejut,kelahi,keli,keliling,keliru,kelola,kelompok,keluar,keluh,kemas,kembali,kembang,kemungkinanya,kena,kenal,kenang,kendali,kendara,kenyat,kepala,keras,keri,kerja,kerumun,kesan,kesederhanan,kilas,kilat,kilau,king,kirim,kisar,klaim,klien,klik,klub,koheren,kokain,komit,kompeten,kompetisi,komposisi,kompromi,komunikasi,komunitas,konfirmasi,konsumsi,konte,kontra,kontribusi,kontrol,koperatif,korban,kosong,kotl,kotor,kreatif,kualitas,kuas,kuasa,kuat,kumpul,kunci,kupas,kurang,kurir,kursus,kustom,kuti,kutip,kutu,kutuk,lacak,lacur,ladang,lahan,lahir,lai,laki,laksana,laku,lambat,lampau,lampias,lan,laner,lang,lanjut,lapang,lapis,lapor,larang,lari,larut,latih,laut,lawan,layan,lebih,leceh,ledak,legenda,lelah,lemah,lembur,lempar,lengkap,lepas,leta,level,lewat,libat,lindung,lingkar,lingkung,lipat,liput,log,logika,logis,lokakarya,lompat,lonjak,lop,lord,los,lotre,luka,luncur,lupa,lurus,lusin,lvl,macam,mai,maju,makan,makna,maksud,malas,malu,mampu,manage,mancur,map,mar,marah,masokis,masuk,mata,match,mati,mau,medali,meh,mekanik,mem,membiarkanya,memori,menang,menangung,menemukanya,menengelamkan,mengambarkanya,mengembirakan,mengeser,meningalkan,merah,meta,metas,metrik,milik,mimpi,min,minimum,minum,minyak,miring,mitos,moba,mobas,mode,model,moga,mohon,muas,muat,mudah,mula,multi,multipemain,multiplayer,murah,musuh,nafas,naga,nali,nama,narasi,nerf,niat,nikah,nikmat,nilai,nonaktif,nuking,nyala,nyata,obat,obrol,obsesi,ofc,oflaner,oleh,optimal,orang,orientasi,otak,otomatis,pada,padan,padu,paham,pakai,paket,paksa,pakta,pandu,pangkal,panjang,panjat,paradise,parah,parang,partikel,paru,paruh,pasang,pasar,pasien,pasti,pasu,pasuk,patah,patch,payudara,pecah,pedoman,pegang,pekan,pelangaran,pelihara,pengaruh,pengerjan,penjara,penuh,peras,percaya,perempuan,perhati,periksa,perinci,peringkat,periode,permata,pertanyan,pesona,pesta,pick,picu,pikir,pilih,pimpin,pindah,ping,pipa,pirsa,pisah,planet,player,playerbase,pokemon,poles,polisi,populer,pos,posisi,potensi,potong,pra,praktik,prediksi,premis,pria,pribadi,prioritas,produser,proses,proyek,puas,pudar,pudge,puji,pukul,pulang,puluh,pungkas,pungung,pura,pusta,putar,putus,racun,rad,ragam,rage,ragu,rahasia,rajalela,raksasa,rakun,ramping,rampok,rancang,rang,rangkai,rangkak,rangkap,ranjau,rantai,rapi,rapuh,ras,rasa,rata,ratus,reaksi,redam,redit,referensi,rekomendasi,relatif,rencana,rendah,rentang,replayability,respawn,respons,retas,ria,riak,ribu,rilis,rindu,ringkas,riot,rip,risiko,robek,rokok,rolers,roshan,rts,rugi,ruiner,rune,runtuh,rupa,rusa,rusak,sabar,sabotase,sad,sadar,sahabat,saing,sains,sakit,saksi,salah,sama,saman,samar,sandera,sangkal,santa,saran,sarang,sat,satu,sayang,sebab,sebal,sebar,sebut,sederhana,sedia,sedih,sedot,segar,sehat,seksual,sekuel,selam,selamat,selatan,selera,selesai,selisih,semangat,sembuh,sembunyi,semingu,sempat,senang,senjata,sentuh,sepenuh,serah,serang,seret,seri,sering,sesal,sesat,sesuai,setan,setia,shift,sia,sial,siap,siar,sikap,sikeras,siksa,siksan,sila,simfoni,simpan,simpul,sinar,singkat,singkir,sinkron,sisa,sistem,skala,skil,slide,smurf,sniper,solo,son,sopan,sorot,souls,source,spektrum,spesifik,spesifikasi,spiral,stack,statistik,steam,stomp,strategi,studi,stun,suara,suka,sulit,sumpah,sunguhan,suruh,surut,susun,syarat,tabrak,tagih,tahan,tahap,tahu,tahun,tajam,takjub,takut,tali,tambah,tambal,tambang,tampil,tan,tanam,tanda,tanding,tangan,tangis,tangkal,tangkap,tani,tantang,tara,tarik,taruh,tarung,tatap,tawan,tawar,team,tekan,teknis,telepon,telinga,teliti,teman,tembak,tempat,tempel,tempur,temu,tendang,tengah,tengkar,tentang,tentu,terampil,terbang,teriak,terima,terus,tetap,tidak,tidur,tier,tiga,tim,timbang,timing,tindak,ting,tingalkan,tingi,tingkat,tinjau,tipu,tiri,tolak,tolol,tonjol,tonton,trash,tren,tuang,tuju,tulis,tumbuh,tumpu,tumpuk,tumpul,tungu,tunjuk,tuntut,turbo,turun,tutorial,tutup,ubah,uji,ukur,ulang,ulas,umur,uncang,undang,underdog,undi,unduh,ungkap,uni,uninstal,untuk,untun,untung,uras,urus,usah,usaha,usd,usia,usir,validasi,valve,verifikasi,vertikal,volvo,waras,warcraft,warlock,winrate,wombo,wraith,wujud,yeah,yesus,zeus,zink,Status
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48951498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47419834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57571596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4517324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baik
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55297846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32136503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4488203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37369582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baik
